,name (zolpidem),similarity (zolpidem),name (eszopiclone),similarity (eszopiclone),name (zaleplon),similarity (zaleplon),name (trazodone),similarity (trazodone),name (amitriptyline),similarity (amitriptyline),name (mirtazapine),similarity (mirtazapine),name (doxepin),similarity (doxepin),name (lorazepam),similarity (lorazepam),name (clonazepam),similarity (clonazepam),name (temazepam),similarity (temazepam),name (triazolam),similarity (triazolam),name (melatonin),similarity (melatonin),name (atorvastatin),similarity (atorvastatin)
542,citalopram/escitalopram,0.7217403650283813,eszopiclone-induced,0.7111414670944214,fluoxetine-naltrexone,0.7000160217285156,hydroxyzine/told,0.7569319009780884,h3-imipramine,0.7663109302520752,gepirone,0.7589489221572876,quetiapine,0.75230872631073,benzodiazepine-fentanyl,0.7198998928070068,buprenorphine-benzodiazepine,0.7503857016563416,etomidate-midazolam,0.7239360213279724,hydroxyzine,0.7246584892272949,hypothalamic-pineal,0.602892279624939,glimepirid,0.7367991209030151
543,dibenzodiazepines,0.7216296195983887,alpha-oh-alprazolam,0.7111042141914368,prozapine,0.6999305486679077,8-hydroxymirtazapine,0.7569308280944824,pramiprexole,0.766308069229126,antidepressant/antipsychotic,0.7588968276977539,tizanadine,0.7522353529930115,ketamine+midazolam,0.7198472023010254,ketamine-diazepam,0.7503398060798645,methadone/oxycodone,0.7238675355911255,methyprylone,0.7245693206787109,intrapineal,0.6028801798820496,amlodipine/atenolol,0.7367790341377258
544,aripriprazole,0.7215499877929688,tiospirone,0.7108928561210632,olanzapine-fluoxetine,0.6999193429946899,flubromazepam,0.7569288611412048,pentazocine/methylphenidate,0.7660638689994812,fenazepam,0.7587041854858398,-remoxipride,0.7520496845245361,phenytoin,0.7198206782341003,diphenhydramin,0.7501285672187805,chlorodiazepoxide,0.7238430380821228,4'-cl-diazepam,0.7245680093765259,hormone/endorphin,0.6028627157211304,pravastation,0.7364745140075684
545,-pregabalin,0.7213903665542603,clonazapine,0.7108809947967529,desethylflumazenil,0.699729323387146,etoclopramide,0.7568912506103516,zotepin,0.7660267353057861,fluoxetine-only,0.7586981058120728,risperidone-quetiapine,0.7520323991775513,resperidol,0.7198078632354736,nortriptyline's,0.7500464916229248,desmethylnortriptyline,0.7237629890441895,risperidone/9-hydroxyrisperidone,0.7244219779968262,5-mtol,0.6028311252593994,candesartan/hydrochlorothiazide,0.7364743947982788
546,pregabaline,0.7211704254150391,oxcarbazepin,0.7108374834060669,haliperidol,0.699726402759552,ropinirol,0.7568573951721191,venlafaxine-inhibitor,0.7659440040588379,phenelzine,0.7582155466079712,paroxatine,0.7519690990447998,apap/butalbital/caffeine,0.7194926142692566,tiagabine.hcl,0.749976396560669,guiaifenesin-dextromethorphan,0.7237268686294556,deschloroetizolam,0.7243584990501404,adrenocorticosterone,0.6027364730834961,..valsartan,0.7363407611846924
547,r-modafinil,0.7211141586303711,aripiprazole's,0.7108244895935059,levomethorphan,0.6997244358062744,olanzapine/risperidone,0.7568255066871643,cyproheptadine,0.7659156322479248,noxiptyline,0.7581933736801147,e-10-hydroxy-nortriptyline,0.7519373297691345,cyclobenzapine,0.7194355726242065,pramiprexole,0.749823808670044,midazolam/alfentanil,0.7236763834953308,alpha-hydroxytriazolam,0.7242936491966248,circannual,0.6026763319969177,p-hydroxyatorvastatin,0.7363089323043823
548,hydroxyzine,0.7210980653762817,non-paroxetine,0.710776686668396,chlordiazepoxid,0.699722945690155,-ondansetron,0.7566173076629639,nitroimipramine,0.7658884525299072,buspiron,0.7581077218055725,dimeditiapramine,0.7519173622131348,w/fosphenytoin,0.7194101810455322,phenazepame,0.7497584223747253,diazepam.soial,0.7235820293426514,oros-methylphenidate,0.7242921590805054,beta-oh-dexamethasone,0.6026545763015747,statin/zetia,0.7362889051437378
549,8-hydroxymirtazapine,0.7209407091140747,'rotigotine-rotigotine,0.710730791091919,6-oh-buspirone,0.6996822357177734,chlorimipramin,0.7564719915390015,orphenadrine/paracetamol,0.7658313512802124,antidepressants,0.7580246925354004,loratadine-pseudoephedrine,0.7518826723098755,dextromethorphan-guaifensesin,0.7193784713745117,pregabaline,0.7497512102127075,tramadol/tramadol,0.7235069870948792,morphine/midazolam,0.7242637872695923,neurosteroid,0.6026378870010376,atorvistatin,0.7361336350440979
550,clonazepam-induced,0.7208704948425293,ee+fluoxetine,0.7106696367263794,mirtazapin,0.699665904045105,s-fluoxetine,0.756348729133606,-olanzapine,0.7657846212387085,prnlorazepam,0.757561445236206,desmethyl-imipramine,0.7518097162246704,oxycodone5,0.7193161845207214,cipramil,0.7496236562728882,anti-nortriptyline,0.7234624624252319,methylnitrazepam,0.724255383014679,phase-advances,0.6026302576065063,mg/benazepril,0.7358554005622864
551,desalkylprazepam,0.7208077907562256,efletirizine,0.7106038331985474,nabilone,0.699648380279541,cinazepam,0.7561471462249756,risperidone/olanzapine,0.765718936920166,quetiapiine,0.7574525475502014,post-duloxetine,0.7517536878585815,lorazpam,0.7193142175674438,haloperidol-promethazine,0.7494916319847107,diazepam/placebo,0.7234019041061401,fentanyl/fluanisone-midazolam,0.7242316007614136,alpha-lipoic,0.6025224924087524,mevastatin,0.7358407974243164
552,clozapine-fluvoxamine,0.7207475900650024,fluphenazine/nortriptyline,0.7105889320373535,terfenadone,0.699621319770813,s-ondansetron,0.7561217546463013,chlorpromazine/day,0.7656068801879883,clomipramine-,0.757321298122406,cetirizine-pseudoephedrine,0.7516888380050659,xycodone,0.7192336320877075,-flunitrazepam,0.7494151592254639,modafinil/armodafinil,0.7233682870864868,r-haloperidol,0.7241557240486145,dexamethasone/corticotropin-releasing,0.6025150418281555,azelnidipine,0.7357693910598755
553,anxiolytics-hypnotics,0.7207017540931702,quetiapin,0.7105568051338196,lorazepam-containing,0.6996043920516968,-cyclobenzaprine,0.756057620048523,promethazine/pethidine,0.7653722763061523,cipazoxapine,0.7570469379425049,lidocaine/metoclopramide,0.7516196966171265,haloxazolam,0.719062328338623,risperidone/9-oh-risperidone,0.7494056224822998,placebo-diazepam,0.7230245471000671,benzodiazepin,0.7236608266830444,antioxidant's,0.6025072336196899,rosiglitazon,0.7357630729675293
554,-modafinil,0.7206541299819946,tramadol/midazolam,0.7105535268783569,tramadol-warfarin,0.6996041536331177,amitriptyline-ketamine,0.756040632724762,neuroleptic-antidepressant,0.7652620673179626,methylphenidate/dexmethylphenidate,0.7569862604141235,pentazepam,0.7515560388565063,lamotrigine,0.718817949295044,chlozapine,0.7493973970413208,mg/codeine,0.7229689359664917,methylphenazepam,0.723580002784729,antioxidant/free,0.6024962663650513,simvastain,0.735520601272583
555,/ezogabine,0.7205500602722168,gabapentin-pregabalin,0.7105169296264648,subhypnotic,0.6995944976806641,fluvoxamine.,0.7559722661972046,augment-aripiprazole,0.7652078866958618,digipramine,0.7568137645721436,bizine,0.7514481544494629,benztropine,0.7187324166297913,clomipramide,0.7491329908370972,quetiapine,0.7228434085845947,saviprazole,0.7235606908798218,ir-prolactin,0.6024104356765747,lovastatin-blocked,0.7354913949966431
556,benzodiazepine-receptor,0.7204556465148926,dronabinol's,0.7104171514511108,opioids/benzodiazepines,0.6995236873626709,fluphenazine,0.7559462785720825,mephenhydramine,0.7651813626289368,clorazepate,0.7567818760871887,-tizanidine,0.7514008283615112,-flunitrazepam,0.7186749577522278,clonazipam,0.7489453554153442,bensodiazepine,0.7227679491043091,postmethylphenidate,0.7234297394752502,indoleaminergic,0.6022669076919556,amlodipine/valsartan/hydrochlorothiazide,0.7353501319885254
557,hypnotics,0.7204071879386902,demethylmirtazapine,0.7103700637817383,chlordiazepam,0.6995189189910889,olanapine,0.7559252977371216,norcyclobenzaprine,0.7651469707489014,'paliperidone,0.7566453218460083,thioridazine,0.7513723373413086,o/n-trazodone,0.7186566591262817,nor-triptyline,0.7488269805908203,meclobemide,0.7227648496627808,anaprazole,0.7233287692070007,5-hydroxytryptophan,0.6021918058395386,evogliptin/metformin,0.7352597713470459
558,-clozapine,0.7202794551849365,tizanidine/naproxen,0.7102819681167603,metaxalone,0.6995111107826233,*metoclopramide,0.7559142112731934,flurazepam,0.7651081681251526,notriptyline,0.756576657295227,clonazolam,0.7511661648750305,pipradol,0.7186374068260193,diazepam-atropine,0.7487553954124451,nalbuphine,0.7227445840835571,medetomidine/l-methadone,0.7231533527374268,flavonoid-stimulated,0.6021612882614136,olmesartan/amlodipine/hydrochlorothiazide,0.7352128028869629
559,loflazepate,0.7202754020690918,valproate+quetiapine,0.7102721929550171,dronabinol's,0.699474573135376,non-aripiprazole,0.7559049725532532,estazolam,0.7650065422058105,risperidone-related,0.7565478682518005,11-hydroxyamitriptyline,0.7511541247367859,tetrazepam,0.718619704246521,'benzodiazepine,0.7486467957496643,fenobarbital,0.7227135300636292,7-acetamidoflunitrazepam,0.7230368852615356,night-induced,0.6021610498428345,ezetimibe-mediated,0.7351372838020325
560,diazepam.,0.7202503681182861,risperidone-lai,0.7102490067481995,anti-depressants/benzodiazepines,0.6994571685791016,desmethylmirtazapine,0.755863606929779,ziprasidone,0.764933705329895,venlafaxine-related,0.7565339803695679,6.lorazepam,0.7511056661605835,-hydromorphone,0.7185840606689453,demoxepam,0.7485818862915039,pethidine/promethazine,0.7226711511611938,d-methylphenidate,0.7229647040367126,alpha-melanotropin-stimulating,0.6021279096603394,pioglitazone-flutamide-metformin,0.7349624037742615
561,carbamazepine/oxcarbazepine,0.720223069190979,post-lorazepam,0.7101646065711975,-flunitrazepam,0.6994210481643677,r-fluoxetine,0.7558180093765259,oxcarbazepine,0.7649192810058594,pregabalin/gabapentin,0.756435751914978,chlorprothixene,0.7510853409767151,atropine/diazepam,0.7185637950897217,amytriptiline,0.7485690116882324,mitazapine,0.7226550579071045,fluphenazine/nortriptyline,0.7228014469146729,alpha-tocopherol-induced,0.6021198034286499,clopidogrel+aspirin,0.734825074672699
562,gabapentin/pregabalin,0.7201777696609497,darifenacin,0.7101057767868042,1.4-benzodiazepine,0.6993779540061951,mg/oxycodone,0.755756139755249,meprobamate-benactyzine,0.7648978233337402,methyphenidate,0.7563693523406982,loratadine/pseudoephedrine,0.7510049343109131,neuro.metoprolol,0.7185606956481934,amitriptyline-,0.7485123872756958,amytriptylline,0.7225420475006104,benzodiazepine1,0.7227448225021362,extracircadian,0.6021139621734619,gemfibrozil-treated,0.7347983121871948
563,ziprasidone,0.7200742959976196,adinazolam-sr,0.7100100517272949,haloperidol+ritanserin,0.6993485689163208,meperidine-chlorpromazine,0.7556948065757751,cimipronidine,0.7648566961288452,dexamfetamine,0.7560811042785645,oxcarbazepine-etodolac,0.7509332895278931,ipratropine,0.7185417413711548,bromazepan,0.7484171986579895,-trazodone,0.7224604487419128,ketamine/diazepam,0.7225670218467712,125i-iodomelatonin,0.6021022200584412,benidipine,0.7347674369812012
564,pregabalin,0.720046877861023,tilidine/naloxone,0.709974467754364,efletirizine,0.6990314722061157,nordiphenhydramine,0.7556455135345459,-sila-venlafaxine,0.7648344039916992,risperidone-naive,0.7560352683067322,-amisulpride,0.750927746295929,secobarbital,0.718506932258606,-diazepam,0.7484012246131897,norsertraline,0.7223774790763855,ketamine-midazolam-atropine,0.7223653793334961,osaterone,0.6019167900085449,noncarvedilol,0.7346576452255249
565,gabapentin-er,0.7199922800064087,naltrexone/bupropion,0.7099218368530273,methylphenidates,0.698966383934021,moxipril,0.755607545375824,non-olanzapine,0.7648249268531799,lorazepam's,0.7558716535568237,vanlafaxine,0.7508724331855774,haloperidol-promethazine,0.7184997797012329,suximide,0.7483774423599243,trimipramine,0.7223532199859619,levomepromazin,0.7222421169281006,ir-5ht,0.6019032597541809,-amlodipine,0.7346400022506714
566,dexmethylphenidate,0.7199419140815735,gabapentin/placebo,0.7098206281661987,pirenzapine,0.6989458799362183,anti-nortriptyline,0.7555843591690063,cinazepam,0.7648206949234009,doperidone,0.7558414936065674,medazepam,0.750872015953064,dorperidol,0.7183138728141785,ethybenztropine,0.7483656406402588,clonazepan,0.7223403453826904,diazepam-sedated,0.722025990486145,photo-gonadostimulation,0.6018959283828735,linagliptin/metformin,0.7346035838127136
567,lorezepam,0.7197818756103516,ciramadol,0.709792971611023,anxiolytic-hypnotic,0.6989368796348572,amitryptilline,0.755525529384613,oxcarbazepine-etodolac,0.7647793889045715,amitriptyline-like,0.7558225393295288,diazepam/tramadol,0.7507437467575073,midazolam/hr,0.7182199954986572,clonipine,0.7483090758323669,olanazapine,0.722262442111969,benzodiazepine,0.7217799425125122,antioxidant/cytoprotective,0.6018635034561157,perindopril/amlodipine,0.7345840930938721
568,dextromethorphan/,0.7197020649909973,revefenacin,0.7097814083099365,cariprazine's,0.6988902688026428,-diphenhydramine,0.7554886341094971,ethacizine,0.7647560834884644,clozapine/cocaine,0.7558196783065796,risperidone,0.7506133317947388,metizolam,0.7181411981582642,-tianeptine,0.7482340931892395,hydrocodone,0.7221951484680176,pentobarbital-chlorpromazine-alcohol,0.7216532230377197,n-acetylserotonin-o-methyltransferase,0.6018351912498474,ezetemibe,0.7345441579818726
569,oxazolam,0.7196623682975769,amfetamine,0.7097047567367554,n-desmethylolanzapine,0.6988624334335327,tramadol-acetaminophen,0.7554326057434082,velafaxine,0.7646969556808472,antidepressants/antipsychotics,0.7556608319282532,risperidone/9-hydroxyrisperidone,0.7505936622619629,etoclopramide,0.7180598974227905,cylcobenzaprine,0.7480939030647278,7-nh2-flunitrazepam,0.7221521139144897,flunitrazepam-induced,0.7216036319732666,nighttime-release,0.6017920970916748,para-hydroxyatorvastatin,0.7342861294746399
570,-tramadol,0.7196226119995117,ondanosetron,0.7096049785614014,benzodiazepine-antagonist,0.6988434195518494,venlafaxine-,0.755342960357666,procloperazine,0.7646780014038086,levetiracetam,0.7555073499679565,-sila-venlafaxine,0.7505849599838257,fentayl/midazolam,0.7177572250366211,diazepam-d,0.7479685544967651,flumezapine,0.7220318913459778,dextromethorphan-salbutamol,0.7215595841407776,hydroxytryptamine,0.6017873883247375,lisinopril-amlodipine,0.734284520149231
571,ariprazole,0.7195992469787598,desvenlafaxine's,0.7095814347267151,methylbromazepam,0.6987963914871216,dextromethorphan-quinidine,0.7553342580795288,hydoxyzine,0.7646706104278564,tranzodone,0.7551851868629456,diazepam/bromazepam,0.7505785226821899,apozepam,0.717663586139679,bezodiazepine,0.7479653358459473,lorazepam-dependent,0.721872091293335,isoremoxipride,0.72148597240448,indoleamines,0.6016894578933716,ticlodipine,0.7342271208763123
572,lurasidone,0.7195407748222351,cetirizine/pseudoephedrine,0.7095726728439331,kenazepine,0.6987637281417847,trazedone,0.7553192377090454,desipramine-,0.764572024345398,2-oh-imipramine/imipramine,0.7551663517951965,flubromazolam,0.7504081726074219,morphine/midazolam,0.7175482511520386,adinazolam,0.7479223012924194,6-oh-buspirone,0.7218502759933472,sultopride,0.7213223576545715,tasimelteon's,0.6016850471496582,plga-lovastatin,0.7341535091400146
573,benzodiazipine,0.7194597721099854,doxepin,0.709513247013092,dexamphetamine-amylobarbitone,0.6986013650894165,-levetiracetam,0.7553063631057739,novo-venlafaxine,0.7645169496536255,gabapentin/pregabalin,0.7551127672195435,lorapride,0.750396728515625,carbamazepime,0.7175112962722778,amitiptylline,0.7479143142700195,diphenhydramine,0.7218376398086548,azapride,0.7211072444915771,glucocorticosterone,0.6016241312026978,evacetrapib,0.7339841723442078
574,1.paroxetine,0.7194225788116455,casopitant,0.7094966173171997,zepine,0.6985821723937988,zomitriptan,0.7551816701889038,esreboxetine,0.7644079923629761,atomoxetine-,0.7548865079879761,benperidol,0.7503146529197693,ibuprofen/famotidine,0.7173973917961121,tramadol,0.7478901147842407,n-desalkylquetiapine,0.7218101620674133,-orphenadrine,0.7209054231643677,with17beta-estradiol,0.6015264391899109,lisinopril/nifedipine,0.7339811325073242
575,dextromethorphan's,0.719409704208374,triazolam-placebo,0.7094961404800415,tramadol/midazolam,0.6984597444534302,diazepam,0.7551118731498718,carbamazepine/oxcarbazepine,0.7642333507537842,oxcarbazepine/carbamazepine,0.7547321319580078,desmethylperazine,0.7501909136772156,nortriptyline,0.7173704504966736,valpromide,0.7474490404129028,nordiazepam-dependent,0.7217687368392944,before-haloperidol,0.7208288908004761,hormone,0.6015031337738037,aspirin/statin,0.7339062094688416
576,gabaa/benzodiazepine,0.7193995714187622,nordazepam,0.709172785282135,meperidine-diazepam,0.6984367966651917,es-citalopram,0.7551096081733704,o-desmethylvenlafaxine/venlafaxine,0.764193594455719,nortramadol,0.7547187805175781,adinazolam,0.750053882598877,dextromethadone,0.7173151969909668,'risperidone,0.7474167346954346,buprenorphine-benzodiazepine,0.7217244505882263,methylphenidate's,0.7206460237503052,dhea,0.6014842987060547,des-f-sitagliptin,0.7338243722915649
577,d-oxazepam,0.719240665435791,r-ondansetron,0.7091068029403687,n-desmethyl-zolmitriptan,0.6983175873756409,mociprazine,0.7549067139625549,carbazepine,0.7641914486885071,11.gabapentin,0.7546510696411133,desloratadine/pseudoephedrine,0.7500418424606323,promethazine-meperidine,0.7172150611877441,dextromepromazine,0.747158408164978,resperidol,0.7217230796813965,olanazapine,0.7205833196640015,nontocopherol,0.6014401912689209,*losartan,0.7334268093109131
578,dapiprazole,0.7191746234893799,'topiramate,0.7089829444885254,dihydroziprasidone,0.6983003616333008,mg/tramadol,0.7547288537025452,thiothixene,0.7640636563301086,carbemazepine,0.7544974088668823,nortryptiline,0.7500377893447876,midazolam-atropine,0.7171181440353394,clonazpam,0.7470770478248596,lofepramine,0.7217121124267578,7-hydroxyrisperidone,0.7203413248062134,adrenoagonist,0.6014028787612915,benazepril/amlodipine,0.7333939671516418
579,aripiprazole,0.7191002368927002,acrivastine-pseudoephedrine,0.7089689373970032,zuclopenthixole,0.6982625722885132,imipramine's,0.7546375393867493,pregabalin,0.7639087438583374,norclozapine,0.7544944882392883,-hydroxyzine,0.749919056892395,lopramine,0.7168841361999512,clomipramine-fluoxetine,0.7470251321792603,tramadol/metamizole,0.7216781377792358,cyclobenzapine,0.7202531099319458,anti-gonadotropin-releasing,0.6012876033782959,enalipril,0.7333320379257202
580,guanfacine,0.7190291285514832,lithium-risperidone,0.7089153528213501,benzodiazepine-medicated,0.6982372403144836,patientlorazepam,0.7546289563179016,gabapentine,0.7638859748840332,pregabaline,0.7544076442718506,amineptine,0.7498643398284912,citalopram,0.7168585658073425,diphenydramine,0.7470250129699707,dextrorphan/dextromethorphan,0.721575140953064,norketobemidone,0.7202333807945251,acth/corticosterone,0.601189374923706,valsartan.,0.7332876324653625
581,flunitrazepam-induced,0.719022274017334,tramadol/apap,0.7088824510574341,lorapride,0.6982365250587463,radafaxine,0.7545721530914307,odv/venlafaxine,0.7636738419532776,fluoxetine-based,0.7541754245758057,doperidol,0.7498424649238586,promethazine/codeine,0.7168027758598328,mexazolam,0.7467674016952515,paracetamol/dextropropoxyphene,0.7215639352798462,4-chlorodiazepam,0.7202200293540955,17beta-oestradiol,0.601189136505127,enalapril/amlodipine,0.7331458330154419
582,*tramadol,0.7190133929252625,memantine,0.7088202834129333,oros-methylphenidate,0.6981956362724304,zepine,0.7544882297515869,dichlorpromazine,0.7636408805847168,zopiclone,0.7539718151092529,linoxepin,0.7498013377189636,norcyclobenzaprine,0.7165451049804688,3h-tiagabine,0.7467607855796814,cyclobenzapine,0.7215142846107483,benzodiazepenes,0.7201772928237915,luteinizing-hormone,0.6010969281196594,benazepril-valsartan,0.7331205606460571
583,oxcarbazepine's,0.7189362049102783,risperidone's,0.7086122035980225,opioid-benzodiazepine,0.6981582641601562,metolazine,0.7543489933013916,pimethixene,0.7635173797607422,/bupropion,0.7538446187973022,didesmethylclomipramine,0.7497279644012451,-trazodone,0.7164889574050903,ariprazole,0.7467287182807922,tramadol-paracetamol,0.7214820384979248,emonapride,0.7201749086380005,salsolinol,0.6010664701461792,hctz/aliskiren,0.7330354452133179
584,-pramipexole,0.7187948226928711,phentermine/fluoxetine,0.7086120247840881,bupropion-naltrexone,0.6981194019317627,asenapine,0.7542918920516968,doxapin,0.763443112373352,lamotrigine/valproate,0.7537419199943542,gabapentin,0.7497276067733765,pvp-diazepam,0.7164695262908936,diphenhydramine-morphine,0.7466604709625244,oxymorphone/oxycodone,0.7210999131202698,oxcabazepine,0.7201409339904785,n-acetyl-l-carnosine,0.6010093688964844,gemfibrocil,0.7330250144004822
585,desmethylflunitrazepam,0.7187878489494324,post-brivaracetam,0.7085760831832886,seltorexant,0.698047399520874,.oxycodone,0.7542687654495239,brexpiprazole,0.763399600982666,-pramipexole,0.7536797523498535,methoxphenidine,0.7496874332427979,cxycodone,0.7164620757102966,zonisamide's,0.7466463446617126,mitrazapine,0.7208545207977295,benzodiazepene,0.7200867533683777,bromocriptine-inhibited,0.6009067296981812,lorsartan,0.7328847646713257
586,tramadol/midazolam,0.7187633514404297,floxetine,0.7084041833877563,amoxapine,0.6980342864990234,guiaifenesin-dextromethorphan,0.7541569471359253,olanzepine,0.7632547616958618,oxcarbazepin,0.7536019086837769,fluoxetine/paroxetine,0.7496627569198608,noroxycodone,0.7164167165756226,citalopram's,0.7466199398040771,methadone/zyprexa,0.7208479046821594,ziprazidone,0.7200734615325928,coricosterone,0.6008977890014648,nebivolol,0.7328124642372131
587,vilazodone-tacrine,0.7185357809066772,-rivastigmine,0.7083805799484253,chloro-n-desmethyldiazepam,0.6979951858520508,eltoprazine,0.7541133165359497,propranolol,0.7630801796913147,postclozapine,0.753450870513916,-zolmitriptan,0.7496119141578674,cia+quetiapine,0.716330885887146,doxasozine,0.7465804815292358,butalb/acetaminophen/caffeine,0.7208147644996643,nortilidine,0.7200594544410706,sleep-induction,0.6008837223052979,+losartan,0.7326837778091431
588,haloperidol/ketamine,0.718466579914093,1-oxo-estazolam,0.7083659768104553,bdzs,0.6978792548179626,mephenhydramine,0.7538774013519287,ziprazidone,0.763074517250061,perospirone,0.7534379959106445,r-duloxetine,0.7496072053909302,midazolam/narcotic,0.7161229848861694,benzodiazepine-medicated,0.7465178966522217,proxybarbital,0.7208093404769897,8-hydroxymirtazapine,0.7200519442558289,/5-hydroxytryptamine,0.6008619666099548,ticagrelor-statin,0.7326065897941589
589,brand-risperidone,0.7184320688247681,-citalopram,0.7083461284637451,'oxcarbazepine,0.6978119611740112,+ondansetron,0.7538362741470337,delorazepam,0.7630029916763306,benztropine,0.7534213066101074,amitriptyline-evoked,0.7495195865631104,midazolam/ketamine,0.7159539461135864,opioids/benzodiazepines,0.7464823722839355,lorazepam-controlled,0.7207911014556885,remoxipride's,0.7199161052703857,antioxidant/,0.6008368730545044,fosinopril/hydrochlorothiazide,0.7325961589813232
590,ezogabine/retigabine,0.7183679342269897,fluoxetine-norfluoxetine,0.7083221673965454,laevomepromazine,0.6977930068969727,bupropion-ssri,0.7538228034973145,methoclopramide,0.7629433870315552,gabapentin-scopolamine,0.7533861398696899,metoclorpramide,0.7495141625404358,methyl-clonazepam,0.7158548831939697,peroxetine,0.7463994026184082,diphenhydramine-acetaminophen,0.7207585573196411,buspirone's,0.7197545766830444,5-mca-nat,0.6007604598999023,valsartan/isordil,0.7321525812149048
591,tramadol-warfarin,0.7182642221450806,s-ondansetron,0.7082008719444275,r-haloperidol,0.6977766156196594,-remoxipride,0.7536919713020325,promethazine-meperidine,0.762750506401062,tandospirone,0.7532049417495728,11c-doxepin,0.7494440078735352,trimeperidin,0.7158228158950806,dexmethylphenidate,0.7463812828063965,lefetamine,0.7206416130065918,atropine/diazepam,0.7195866107940674,luliberine,0.6007443070411682,lovastatin.,0.7320504188537598
592,diazepam-ketamine,0.7180086374282837,'paliperidone,0.7081496715545654,benzodiazepine-experienced,0.6977406144142151,fluoxetine-tricyclic,0.7536402940750122,atomoxetine,0.762734055519104,'topiramate,0.7531890273094177,3-oh-desloratadine,0.7494163513183594,diazepam.soial,0.7158005237579346,lamotrigine-,0.7463527321815491,meprobamates,0.7206361889839172,ramelteon,0.7195569276809692,7-dihydroxytryptamine,0.600735068321228,amlodipine/,0.732006311416626
593,benzodiazepine/beta-carboline,0.7178754806518555,rrupatadine,0.7080075740814209,-benzodiazepines,0.6975276470184326,olanzapine/reboxetine,0.7535589933395386,-chlorpromazine,0.7626827955245972,conazepam,0.752979040145874,valpramide,0.7493429183959961,madol,0.715714156627655,imipramines,0.7463472485542297,mcpp/trazodone,0.7204715013504028,meclobemide,0.7195026874542236,acid/5-hydroxytryptamine,0.6006963849067688,pioglitazone-related,0.73191237449646
594,zolpidem-treated,0.7178347110748291,sumatriptan/naproxen,0.7078379392623901,triazolobenzodiazepine,0.6974104046821594,pre-aripiprazole,0.7534716129302979,*tizanidine,0.7626614570617676,clonapine,0.7528733611106873,-lorazepam,0.7492749094963074,metoclopramide,0.7155836224555969,oxaprotiline,0.7461788654327393,promethazine-meperidine,0.7204588651657104,patientlorazepam,0.7194622755050659,pinealocyte,0.6006537675857544,simvasatatin,0.7318863868713379
595,'midazolam,0.7178230285644531,carbamazepine/oxcarbazepine,0.7076469659805298,chlordesmethyldiazepam,0.6973812580108643,venlaflaxine,0.753390371799469,venlafaxine-xr,0.7626285552978516,lorazepam/diazepam,0.7527649402618408,dextrochlorpheniramine,0.7492549419403076,chordiazepoxide,0.7154250144958496,subanticonvulsant,0.7461202144622803,carbamazepine-diol,0.7203633785247803,ethylphenidate,0.7193093299865723,gnrh/luteinizing,0.6005704402923584,telmisartan-,0.7318102121353149
596,zotepine,0.7177774310112,d-methylphenidate,0.7075899839401245,n-desmethylmirtazapine,0.6973503828048706,clocapramine,0.7533608675003052,norzimelidine,0.762592077255249,ziprasidones,0.7526574730873108,-haloperidol,0.7492495775222778,oxazepam's,0.7153524160385132,propazepine,0.7460041046142578,dextromethorphan/dextrorphan,0.7203173637390137,orphenadrine,0.7192537784576416,alpha-oestradiol,0.6003795862197876,besylate/olmesartan,0.7317529916763306
597,pergolide/ondansetron,0.7177138328552246,norzotepine,0.7075784802436829,apozepam,0.6973468065261841,olanazipine,0.7533043026924133,levopromazine,0.7623093128204346,excitalopram,0.7524766325950623,prochlorpromazine,0.7492200136184692,etomidate-midazolam,0.7152908444404602,maprotiline,0.7459815144538879,metoprolol-paroxetine/fluoxetine,0.720308780670166,midazolam-opioid,0.7191518545150757,epithalone,0.6003783941268921,lercanidipine,0.7316330671310425
598,zolpidem-sensitive,0.717511773109436,non-triazolam,0.7075566053390503,metaminodiazepoxide,0.6972829103469849,lopirazepame,0.7532306909561157,tianeptin,0.7622231245040894,dextromethorphan/quinidine,0.7524245977401733,amitriptilline,0.7492043972015381,zolpidem-,0.7152552604675293,norcyclobenzaprine,0.7459319233894348,aprobarbital,0.7202738523483276,haloperidol+ritanserin,0.7191203832626343,light/dark-entrained,0.6002271175384521,moxepril,0.7312173843383789
599,tranzodone,0.7174148559570312,bupropion-sr,0.7075446248054504,donazepil,0.6971361637115479,zolpidem-ir,0.7530293464660645,quinupramine,0.762127697467804,ondansetrone,0.7521921992301941,methotrimeprazine,0.7491962909698486,labetalol,0.7150461673736572,fluprazine,0.7459291219711304,nordextropropoxyphene,0.7202166318893433,methylphenidate/dexmethylphenidate,0.7190296053886414,alpha-tochopherol,0.6002162098884583,gliptin,0.7310671210289001
600,-haloperidol,0.7173343896865845,haloxazolam,0.7073323726654053,dextromethorphane,0.6970586180686951,risperidone-,0.7529586553573608,morphine-perphenazine,0.7620645761489868,amitriptyline.,0.7521147727966309,-asenapine,0.7490589022636414,antoprazole,0.7149558663368225,diazepam/ketamine,0.7457365393638611,diazepam/kg,0.7201813459396362,risperidone/9-oh-risperidone,0.7189977169036865,5-oxytryptamine,0.6002095937728882,canagliflozin+teneligliptin,0.7310176491737366
